MemoryUsage,ProcessorLoad,InpNetThroughput,OutNetThroughput,OutBandwidth,Latency,V_MemoryUsage,V_ProcessorLoad,V_InpNetThroughput,V_OutNetThroughput,V_OutBandwidth,V_Latency,CLPVariation,fs_label
0.507519346131312,0.4722220249463358,0.8800557952837633,0.5517397505231104,0.4640489800414709,0.6206562941848216,0.1692166104902677,0.3043201995696158,0.7591642593964726,0.1307889881481918,0.4526073295587229,0.9142875715397808,0.533115891084253,Increase
0.8392526829186011,0.8887866475177854,0.3921951892256878,0.5204154222554884,0.4144007835682438,0.4972155801761879,0.5400911214691497,0.7538093254186047,0.4438937225062024,0.4744167855883788,0.9458389852055052,0.0695886455464853,-0.4128239577576492,Decrease
0.0731700859242842,0.2713432819713726,0.596353209922945,0.3635321301787775,0.6570264298500231,0.6998557186101446,0.9364129985827416,0.0612662924674535,0.6491856817331935,0.7084067913028089,0.9775221873330208,0.4557606613091015,0.8417272800379397,Increase
0.3247017814245331,0.1623683666741953,0.912206069394218,0.4634867609287548,0.0741957702482629,0.6199633320927219,0.4261550398625616,0.4470963006317746,0.8862848444788409,0.7517670440878439,0.9463574459213964,0.505489150283408,0.8534705905801981,Increase
0.3562967165587194,0.3236538655558468,0.376182050139489,0.0953996798646805,0.0431853762072151,0.6912772927519325,0.0147665144117739,0.937961947427596,0.5379209811757252,0.0307666577960294,0.6210649474721337,0.7821155698732964,0.8620099249432505,Increase
0.6706101879160411,0.0314084248499849,0.4451998955917426,0.7174775303532898,0.6099421295159226,0.9568176307799282,0.776803461549266,0.8538109168233253,0.0301575034642289,0.8392012410897441,0.0669981105952368,0.4017179919931595,0.8647479374478874,Increase
0.4307987127130638,0.0276845831124259,0.3756493880711002,0.6290382619772321,0.1280681883577861,0.463743751018788,0.7526828743568457,0.4202821475108564,0.1087280519298364,0.688633751635955,0.9720759080577456,0.8594197380887475,0.7282468083853241,Increase
0.109039075657591,0.0071611001910389,0.0372847428588699,0.3086473327583509,0.9630259225993824,0.3411795141727798,0.9294071871062392,0.8836884592988845,0.4009889428749634,0.4685076332415275,0.4055756303759766,0.4691287669511143,0.862029089019274,Increase
0.7214870849251437,0.8808807710085653,0.9501315678644044,0.5085749777533621,0.1619361395972437,0.038298156843566,0.8979867972891443,0.6146326793606705,0.5128155193471592,0.0072465377236308,0.0937811270435253,0.2751658241080877,-0.4112844868167239,Decrease
0.694875259384557,0.832844171341705,0.9031380349343042,0.7368022164429637,0.7246634142008734,0.9645035823599812,0.5361735221836424,0.6579007260989795,0.5868279028609338,0.8528626226998695,0.0490195275721073,0.4474248187729756,-0.660086032940239,Decrease
0.5198527497037918,0.4709952564477999,0.0502817394618611,0.8108123095959674,0.5300767159059535,0.9976848051272098,0.1788221753644046,0.7849249018145781,0.9603905867483156,0.0419126291551683,0.8324109948977183,0.635839924669545,0.5836925510922438,Increase
0.5556829645910135,0.9403173320872724,0.8999478449790735,0.3046167216176997,0.8403096326192361,0.46009274721169,0.968683217324922,0.73314112844468,0.0046301960184989,0.9902563303568884,0.7812726103506542,0.099270123163441,-0.8628392166970112,Decrease
0.5709828231120013,0.0454196167442589,0.7845974385284289,0.5948084539912367,0.9194063809896708,0.6030026607734661,0.8423583742506383,0.8889053674849284,0.3194492741252728,0.4692633807676554,0.0353977318445426,0.0380697951573546,0.417626021123899,Increase
0.0007392047999491,0.0063609371748987,0.8148103128835943,0.0082401469862507,0.8492925979247379,0.2593036472028768,0.0574075818605064,0.8611458755729343,0.7923918172200858,0.9536147396019616,0.0704507556150275,0.4228086328287818,0.8673026004110663,Increase
0.5478947814216898,0.1226321816914216,0.6653262933410514,0.4235010599742224,0.5133095556803432,0.2112471895464469,0.7252795838246299,0.7525255977474703,0.0791331173379771,0.0649862548444208,0.5237134017393353,0.2341357605107195,0.3729601150265799,Increase
0.2485266436956392,0.4996178706682803,0.1815952737345708,0.6016684763451075,0.529299007120675,0.5789670946375101,0.7558756652836531,0.254129615885756,0.7574792698052704,0.5684657638364322,0.7637458316940783,0.0094602926909357,0.5671634291245323,Increase
0.1958702598577204,0.9915882006419184,0.1246689774794534,0.5766320945903344,0.4140519048899218,0.7954993965094388,0.1436763858277538,0.841543996823652,0.0550560788408026,0.5464777689578062,0.1630546248309365,0.3999613519792127,-0.412914018896224,Decrease
0.3143519237102643,0.1336546092494165,0.1848733281512004,0.6674856797783221,0.0913911553690929,0.7223248736114795,0.3080372267435165,0.753098185609531,0.7822592349747545,0.7011348212138603,0.6112302429431494,0.2530926597909206,0.8500729811245026,Increase
0.7844967121488344,0.5716277276829331,0.2705955731349324,0.1429674634724529,0.0619807156662557,0.7334249772001098,0.3501564113104931,0.3204964131561929,0.6358835065584774,0.6294853149179044,0.0563061765917155,0.5629332648593397,-0.0161528590040837,Maintain
0.3964251803081267,0.2480351287166655,0.597738671895377,0.9386680254210789,0.5713742865956275,0.1681700201567622,0.9165664510365324,0.7139243885062565,0.1099233138757056,0.5438369519959751,0.2944184851186878,0.466258060460932,0.8672788622434165,Increase
0.0235977585747796,0.0428862418416998,0.4695987122856568,0.7284240654369435,0.9088080935504258,0.8491048026241402,0.9265074943424572,0.8227799343091519,0.0788889196721757,0.9610190733769656,0.4241029437481466,0.0599396877309816,0.8663808747288491,Increase
0.1192588389544941,0.4910536155207051,0.203929380299051,0.0551047430897095,0.1928087507994582,0.0159638774581689,0.5952384406195308,0.9566258971692602,0.5981486956614007,0.8138994911002653,0.795801660002775,0.0609491750021163,0.5800601934258202,Increase
0.4371907368293892,0.2263788877671312,0.8443632028585148,0.8326922974579208,0.7338493580280319,0.5684835658771763,0.4549681607893245,0.5614106258975323,0.1903887773325281,0.1339239822481678,0.601234184293746,0.4935462622636781,0.7083690540619278,Increase
0.6565580465104967,0.4235402196820236,0.5198621616544233,0.8922229089892215,0.7306546778930367,0.3405867698367292,0.0492640976475393,0.9217457581670864,0.8936639769963952,0.7827027110567704,0.4991259187975922,0.4170941897415028,-2.454456219433301e-17,Maintain
0.9704967960071722,0.6289512090908072,0.9735538453800304,0.0108746034877224,0.4869228719972295,0.6469438379106739,0.7119478384536535,0.397244508765644,0.0820443766750186,0.7837761226262139,0.1414294116402805,0.2426877926840246,-0.4008796352312596,Decrease
