MemoryUsage,ProcessorLoad,InpNetThroughput,OutNetThroughput,OutBandwidth,Latency,V_MemoryUsage,V_ProcessorLoad,V_InpNetThroughput,V_OutNetThroughput,V_OutBandwidth,V_Latency,CLPVariation
0.507519346131312,0.4722220249463358,0.8800557952837633,0.5517397505231104,0.4640489800414709,0.6206562941848216,0.1692166104902677,0.30432019956961587,0.7591642593964726,0.13078898814819184,0.45260732955872296,0.9142875715397809,0.533115891084253
0.8392526829186011,0.8887866475177854,0.39219518922568786,0.5204154222554884,0.41440078356824384,0.49721558017618794,0.5400911214691497,0.7538093254186047,0.4438937225062024,0.47441678558837885,0.9458389852055052,0.06958864554648536,-0.4128239577576492
0.0731700859242842,0.2713432819713726,0.596353209922945,0.3635321301787775,0.6570264298500231,0.6998557186101446,0.9364129985827415,0.06126629246745352,0.6491856817331935,0.7084067913028089,0.9775221873330208,0.45576066130910153,0.8417272800379397
0.3247017814245331,0.1623683666741953,0.9122060693942181,0.46348676092875485,0.07419577024826296,0.6199633320927219,0.42615503986256165,0.44709630063177463,0.8862848444788409,0.7517670440878439,0.9463574459213963,0.505489150283408,0.8534705905801981
0.3562967165587194,0.32365386555584685,0.376182050139489,0.09539967986468056,0.04318537620721519,0.6912772927519325,0.014766514411773901,0.937961947427596,0.5379209811757252,0.030766657796029495,0.6210649474721337,0.7821155698732964,0.8620099249432505
0.6706101879160411,0.03140842484998496,0.44519989559174267,0.7174775303532898,0.6099421295159226,0.9568176307799282,0.776803461549266,0.8538109168233253,0.030157503464228963,0.8392012410897441,0.06699811059523686,0.4017179919931595,0.8647479374478874
0.4307987127130638,0.027684583112425942,0.37564938807110027,0.6290382619772321,0.1280681883577861,0.46374375101878806,0.7526828743568457,0.42028214751085646,0.10872805192983648,0.688633751635955,0.9720759080577455,0.8594197380887475,0.7282468083853241
0.10903907565759108,0.007161100191038994,0.03728474285886996,0.3086473327583509,0.9630259225993824,0.3411795141727798,0.9294071871062392,0.8836884592988845,0.40098894287496345,0.46850763324152755,0.40557563037597666,0.4691287669511143,0.862029089019274
0.7214870849251437,0.8808807710085653,0.9501315678644044,0.5085749777533621,0.16193613959724373,0.03829815684356608,0.8979867972891443,0.6146326793606705,0.5128155193471592,0.007246537723630819,0.09378112704352537,0.27516582410808776,-0.4112844868167239
0.694875259384557,0.832844171341705,0.9031380349343042,0.7368022164429637,0.7246634142008734,0.9645035823599812,0.5361735221836424,0.6579007260989795,0.5868279028609338,0.8528626226998695,0.04901952757210737,0.4474248187729756,-0.660086032940239
0.5198527497037918,0.47099525644779994,0.0502817394618611,0.8108123095959674,0.5300767159059535,0.9976848051272098,0.1788221753644046,0.7849249018145781,0.9603905867483155,0.04191262915516836,0.8324109948977183,0.635839924669545,0.5836925510922438
0.5556829645910135,0.9403173320872723,0.8999478449790735,0.3046167216176997,0.8403096326192361,0.46009274721169,0.968683217324922,0.73314112844468,0.0046301960184989,0.9902563303568884,0.7812726103506542,0.09927012316344108,-0.8628392166970112
0.5709828231120013,0.045419616744258984,0.7845974385284289,0.5948084539912367,0.9194063809896709,0.6030026607734661,0.8423583742506383,0.8889053674849284,0.3194492741252728,0.4692633807676554,0.035397731844542646,0.03806979515735465,0.41762602112389907
0.0007392047999491558,0.006360937174898718,0.8148103128835943,0.008240146986250751,0.8492925979247379,0.2593036472028768,0.05740758186050643,0.8611458755729343,0.7923918172200858,0.9536147396019616,0.07045075561502756,0.4228086328287818,0.8673026004110663
0.5478947814216898,0.12263218169142165,0.6653262933410514,0.4235010599742224,0.5133095556803432,0.21124718954644695,0.7252795838246299,0.7525255977474703,0.07913311733797712,0.06498625484442089,0.5237134017393353,0.2341357605107195,0.37296011502657994
0.24852664369563926,0.49961787066828034,0.18159527373457085,0.6016684763451075,0.529299007120675,0.5789670946375101,0.7558756652836531,0.254129615885756,0.7574792698052704,0.5684657638364322,0.7637458316940783,0.009460292690935734,0.5671634291245323
0.19587025985772044,0.9915882006419183,0.12466897747945349,0.5766320945903344,0.41405190488992183,0.7954993965094388,0.14367638582775388,0.841543996823652,0.05505607884080266,0.5464777689578062,0.16305462483093658,0.3999613519792127,-0.412914018896224
0.3143519237102643,0.13365460924941652,0.1848733281512004,0.6674856797783221,0.09139115536909292,0.7223248736114795,0.3080372267435165,0.753098185609531,0.7822592349747545,0.7011348212138603,0.6112302429431494,0.25309265979092066,0.8500729811245026
0.7844967121488344,0.5716277276829331,0.27059557313493243,0.14296746347245293,0.06198071566625574,0.7334249772001098,0.35015641131049313,0.3204964131561929,0.6358835065584774,0.6294853149179044,0.05630617659171555,0.5629332648593397,-0.016152859004083794
0.3964251803081267,0.24803512871666555,0.597738671895377,0.9386680254210789,0.5713742865956275,0.1681700201567622,0.9165664510365324,0.7139243885062565,0.10992331387570564,0.5438369519959751,0.29441848511868784,0.466258060460932,0.8672788622434165
0.023597758574779637,0.04288624184169987,0.46959871228565686,0.7284240654369435,0.9088080935504258,0.8491048026241402,0.9265074943424573,0.8227799343091519,0.0788889196721757,0.9610190733769655,0.4241029437481466,0.05993968773098168,0.8663808747288491
0.11925883895449418,0.49105361552070514,0.20392938029905106,0.055104743089709585,0.19280875079945825,0.015963877458168962,0.5952384406195308,0.9566258971692602,0.5981486956614007,0.8138994911002653,0.795801660002775,0.060949175002116385,0.5800601934258202
0.43719073682938925,0.22637888776713122,0.8443632028585148,0.8326922974579208,0.7338493580280319,0.5684835658771763,0.45496816078932456,0.5614106258975323,0.19038877733252813,0.13392398224816782,0.601234184293746,0.49354626226367815,0.7083690540619278
0.6565580465104967,0.4235402196820236,0.5198621616544233,0.8922229089892215,0.7306546778930367,0.3405867698367292,0.04926409764753936,0.9217457581670865,0.8936639769963952,0.7827027110567704,0.49912591879759227,0.4170941897415028,-2.4544562194333007e-17
0.9704967960071722,0.6289512090908072,0.9735538453800304,0.0108746034877224,0.4869228719972295,0.6469438379106739,0.7119478384536535,0.397244508765644,0.08204437667501863,0.7837761226262139,0.14142941164028056,0.24268779268402463,-0.4008796352312596
0.894642654501732,0.8419979373746821,0.8727989747370888,0.39421072704949833,0.11653460989493936,0.8663071504669204,0.9222493717668178,0.5843524410918296,0.8347655172771955,0.059937085765562115,0.7070813216989713,0.52197111698262,-0.40912602470339954
0.5092010838862061,0.2964576507224358,0.7529515327956863,0.4933849296339705,0.3235522342943946,0.16779282295346876,0.0843919915969421,0.4060125334614203,0.9998167955584891,0.34285641529500555,0.8410802317211779,0.892068933712436,0.5200352418327113
0.31436151712230276,0.5428327447298581,0.05630167960353216,0.9927426615342334,0.7781592816286352,0.8724481191066894,0.7334351085306788,0.14278189112609574,0.3638181350073063,0.6285065204900857,0.1666651514132833,0.6556599179596385,0.6145191120500149
0.9303126051614282,0.09545790672939747,0.09216548383055556,0.23354898546795277,0.3168501026371653,0.009619945332149937,0.1599789527233627,0.1718708871718313,0.3277773603143349,0.11564060159091916,0.5223043306815892,0.9313846294235598,-0.4245798995775447
